HMSL Small Mol HMS LINCS ID,HMSL Small Mol Name,Gene ID,Binding Class,HUGO Gene Symbol
10024-999,NVP-TAE684,11040,3,PIM2
10025-101,CGP60474,11040,10,PIM2
10026-101,PD173074,11040,10,PIM2
10027-101,Crizotinib,11040,10,PIM2
10027-999,Crizotinib,11040,10,PIM2
10028-102,BMS345541,11040,10,PIM2
10028-999,BMS345541,11040,10,PIM2
10035-101,Sigma A6730,11040,10,PIM2
10035-109,Sigma A6730,11040,10,PIM2
10036-101,SB 239063,11040,3,PIM2
10037-101,AC220,11040,10,PIM2
10037-999,AC220,11040,10,PIM2
10038-101,WH-4-023,11040,10,PIM2
10039-101,WH-4-025,11040,10,PIM2
10040-101,R406,11040,3,PIM2
10040-999,R406,11040,3,PIM2
10041-101,BI-2536,11040,10,PIM2
10041-999,BI-2536,11040,10,PIM2
10042-101,Motesanib,11040,10,PIM2
10042-999,Motesanib,11040,10,PIM2
10043-101,KIN001-127,11040,10,PIM2
10045-101,A443654,11040,2,PIM2
10046-101,SB590885,11040,10,PIM2
10047-101,Pictilisib,11040,10,PIM2
10047-999,Pictilisib,11040,10,PIM2
10048-101,PD184352,11040,10,PIM2
10048-999,PD184352,11040,10,PIM2
10049-101,PLX-4720,11040,10,PIM2
10049-999,PLX-4720,11040,10,PIM2
10050-101,AZ-628,11040,10,PIM2
10051-104,Lapatinib,11040,10,PIM2
10051-999,Lapatinib,11040,10,PIM2
10053-101,ZSTK474,11040,10,PIM2
10055-101,BX-912,11040,10,PIM2
10056-101,Selumetinib,11040,10,PIM2
10056-999,Selumetinib,11040,10,PIM2
10058-101,CG-930,11040,10,PIM2
10060-101,TAK-715,11040,3,PIM2
10061-101,NU7441,11040,10,PIM2
10065-101,KIN001-220,11040,10,PIM2
10066-101,MLN8054,11040,10,PIM2
10066-999,MLN8054,11040,10,PIM2
10067-101,Barasertib,11040,10,PIM2
10067-999,Barasertib,11040,10,PIM2
10068-101,Vemurafenib,11040,10,PIM2
10069-101,Enzastaurin,11040,2,PIM2
10069-999,Enzastaurin,11040,2,PIM2
10070-101,NPK76-II-72-1,11040,10,PIM2
10072-101,PF562271,11040,3,PIM2
10073-101,PHA-793887,11040,10,PIM2
10076-101,QL-XI-92,11040,10,PIM2
10080-101,Torin2,11040,10,PIM2
10082-101,WZ-4-145,11040,10,PIM2
10083-101,WZ-7043,11040,10,PIM2
10084-101,WZ3105,11040,10,PIM2
10085-101,WZ4002,11040,10,PIM2
10086-101,XMD11-50,11040,10,PIM2
10087-101,XMD11-85h,11040,10,PIM2
10088-101,XMD13-2,11040,10,PIM2
10089-101,XMD14-99,11040,10,PIM2
10090-101,XMD15-27,11040,10,PIM2
10091-101,XMD16-144,11040,10,PIM2
10093-101,XMD8-85,11040,10,PIM2
10094-101,XMD8-92,11040,10,PIM2
10095-101,ZG-10,11040,10,PIM2
10096-101,ZM-447439,11040,10,PIM2
10097-101,Erlotinib,11040,10,PIM2
10097-102,Erlotinib,11040,10,PIM2
10097-999,Erlotinib,11040,10,PIM2
10098-101,Gefitinib,11040,10,PIM2
10098-999,Gefitinib,11040,10,PIM2
10099-101,Nilotinib,11040,10,PIM2
10099-999,Nilotinib,11040,10,PIM2
10100-101,JNK-9L,11040,10,PIM2
10101-101,PD0325901,11040,10,PIM2
10103-101,Staurosporine,11040,1,PIM2
10103-999,Staurosporine,11040,1,PIM2
10105-101,MPS-1-IN-1,11040,10,PIM2
10106-101,XMD-12,11040,10,PIM2
10114-101,Pazopanib,11040,10,PIM2
10114-102,Pazopanib,11040,10,PIM2
10114-999,Pazopanib,11040,10,PIM2
10120-102,Canertinib,11040,10,PIM2
10120-999,Canertinib,11040,10,PIM2
10123-101,SGX523,11040,10,PIM2
10123-999,SGX523,11040,10,PIM2
10125-101,PHA-665752,11040,10,PIM2
10125-999,PHA-665752,11040,10,PIM2
10126-101,PI103,11040,10,PIM2
10126-102,PI103,11040,10,PIM2
10126-999,PI103,11040,10,PIM2
10128-101,GSK 690693,11040,2,PIM2
10128-999,GSK 690693,11040,2,PIM2
10130-101,Masitinib,11040,10,PIM2
10130-999,Masitinib,11040,10,PIM2
10132-101,SNS-032,11040,10,PIM2
10132-999,SNS-032,11040,10,PIM2
10133-101,Afatinib,11040,10,PIM2
10133-999,Afatinib,11040,10,PIM2
10135-101,Linsitinib,11040,3,PIM2
10138-101,Ruxolitinib,11040,10,PIM2
10138-105,Ruxolitinib,11040,10,PIM2
10138-999,Ruxolitinib,11040,10,PIM2
10140-101,Momelotinib,11040,10,PIM2
10140-114,Momelotinib,11040,10,PIM2
10141-101,Fedratinib,11040,10,PIM2
10141-999,Fedratinib,11040,10,PIM2
10147-101,Buparlisib,11040,10,PIM2
10151-101,Nintedanib,11040,10,PIM2
10151-999,Nintedanib,11040,10,PIM2
10157-101,Foretinib,11040,10,PIM2
10157-999,Foretinib,11040,10,PIM2
10158-101,AZD 5438,11040,10,PIM2
10159-101,Pelitinib,11040,10,PIM2
10162-101,SP600125,11040,10,PIM2
10166-101,BAY61-3606,11040,3,PIM2
10166-107,BAY61-3606,11040,3,PIM2
10167-101,SB 203580,11040,10,PIM2
10167-999,SB 203580,11040,10,PIM2
10168-101,VX-745,11040,10,PIM2
10168-999,VX-745,11040,10,PIM2
10169-101,Doramapimod,11040,10,PIM2
10169-999,Doramapimod,11040,10,PIM2
10171-101,TGX221,11040,10,PIM2
10175-101,Sunitinib,11040,10,PIM2
10175-106,Sunitinib,11040,10,PIM2
10175-999,Sunitinib,11040,10,PIM2
10176-101,Y-27632,11040,3,PIM2
10177-101,Brivanib,11040,10,PIM2
10177-999,Brivanib,11040,10,PIM2
10180-101,CHIR-99021,11040,3,PIM2
10181-101,GDC-0879,11040,10,PIM2
10181-999,GDC-0879,11040,10,PIM2
10182-101,Linifanib,11040,10,PIM2
10182-999,Linifanib,11040,10,PIM2
10189-101,Bosutinib,11040,10,PIM2
10189-999,Bosutinib,11040,10,PIM2
10192-101,KW2449,11040,10,PIM2
10192-999,KW2449,11040,10,PIM2
10198-101,Vandetanib,11040,10,PIM2
10198-999,Vandetanib,11040,10,PIM2
10206-101,RAF 265,11040,10,PIM2
10206-999,RAF 265,11040,10,PIM2
10207-101,NVP-TAE226,11040,3,PIM2
10209-101,BMS-536924,11040,10,PIM2
10210-101,Go 6976,11040,3,PIM2
10212-101,KIN001-021,11040,10,PIM2
10213-101,KIN001-111,11040,3,PIM2
10214-101,KIN001-123,11040,10,PIM2
10220-101,PKC412,11040,3,PIM2
10220-999,PKC412,11040,3,PIM2
10226-101,Tofacitinib,11040,10,PIM2
10226-108,Tofacitinib,11040,10,PIM2
10226-999,Tofacitinib,11040,10,PIM2
10229-101,KU63794,11040,10,PIM2
10230-101,Lestaurtinib,11040,2,PIM2
10230-999,Lestaurtinib,11040,2,PIM2
10232-101,Dactolisib,11040,10,PIM2
10233-101,Alpelisib,11040,10,PIM2
10255-101,GSK1838705A,11040,10,PIM2
10255-999,GSK1838705A,11040,10,PIM2
10284-101,Dabrafenib,11040,10,PIM2
10285-101,PHA-767491,11040,2,PIM2
10286-102,BS-181,11040,10,PIM2
10287-101,Dinaciclib,11040,10,PIM2
10288-101,SGI-1776,11040,2,PIM2
10289-101,AZD4547,11040,10,PIM2
10340-101,HG-9-91-01,11040,10,PIM2
10341-101,HG-14-8-02,11040,10,PIM2
10350-101,(s)-CR8,11040,10,PIM2
10354-101,Baricitinib,11040,10,PIM2
10356-101,5z-7-oxozeaenol,11040,10,PIM2
10363-101,JNK-IN-8,11040,10,PIM2
10364-101,MRT67307,11040,10,PIM2
10369-101,AZD1208,11040,1,PIM2
10380-101,NMS-1286937,11040,10,PIM2
10391-101,Alisertib,11040,3,PIM2
10401-101,GW2580,11040,10,PIM2
10405-101,PP1,11040,3,PIM2
10408-101,Sotrastaurin,11040,1,PIM2
10425-101,PIM12 kinase inhibitor V,11040,2,PIM2
10441-101,SB202190,11040,10,PIM2
10443-101,Axitinib,11040,3,PIM2
10444-101,Cediranib,11040,3,PIM2
10445-101,Taselisib,11040,10,PIM2
10472-101,ST50842732,11040,1,PIM2
10001-101,Seliciclib,11113,10,CIT
10003-101,ALW-II-49-7,11113,10,CIT
10004-101,AT-7519,11113,10,CIT
10004-102,AT-7519,11113,10,CIT
10004-999,AT-7519,11113,10,CIT
10008-101,Sorafenib,11113,3,CIT
10008-104,Sorafenib,11113,3,CIT
10008-999,Sorafenib,11113,3,CIT
10010-101,CP724714,11113,10,CIT
10011-101,Alvocidib,11113,2,CIT
10011-999,Alvocidib,11113,2,CIT
10012-101,GSK429286A,11113,10,CIT
10013-101,GSK461364,11113,10,CIT
10013-999,GSK461364,11113,10,CIT
10015-101,HG-5-113-01,11113,10,CIT
10016-101,HG-5-88-01,11113,10,CIT
10017-101,HG-6-64-01,11113,2,CIT
10018-101,Neratinib,11113,10,CIT
10018-999,Neratinib,11113,10,CIT
10019-101,JW-7-24-1,11113,10,CIT
10020-101,Dasatinib,11113,10,CIT
10020-999,Dasatinib,11113,10,CIT
10021-101,Tozasertib,11113,10,CIT
10021-999,Tozasertib,11113,10,CIT
10023-103,Imatinib,11113,10,CIT
10023-999,Imatinib,11113,10,CIT
10024-101,NVP-TAE684,11113,10,CIT
10024-999,NVP-TAE684,11113,10,CIT
10025-101,CGP60474,11113,10,CIT
10026-101,PD173074,11113,10,CIT
10027-101,Crizotinib,11113,10,CIT
10027-999,Crizotinib,11113,10,CIT
10028-102,BMS345541,11113,10,CIT
10028-999,BMS345541,11113,10,CIT
10037-101,AC220,11113,10,CIT
10037-999,AC220,11113,10,CIT
10040-101,R406,11113,2,CIT
10040-999,R406,11113,2,CIT
10041-101,BI-2536,11113,3,CIT
10041-999,BI-2536,11113,3,CIT
10042-101,Motesanib,11113,2,CIT
10042-999,Motesanib,11113,2,CIT
10043-101,KIN001-127,11113,10,CIT
10047-101,Pictilisib,11113,10,CIT
10047-999,Pictilisib,11113,10,CIT
10048-101,PD184352,11113,10,CIT
10048-999,PD184352,11113,10,CIT
10049-101,PLX-4720,11113,10,CIT
10049-999,PLX-4720,11113,10,CIT
10050-101,AZ-628,11113,2,CIT
10051-104,Lapatinib,11113,10,CIT
10051-999,Lapatinib,11113,10,CIT
10053-101,ZSTK474,11113,10,CIT
10056-101,Selumetinib,11113,10,CIT
10056-999,Selumetinib,11113,10,CIT
10058-101,CG-930,11113,10,CIT
10059-101,AZD-6482,11113,10,CIT
10061-101,NU7441,11113,10,CIT
10064-101,WYE-125132,11113,10,CIT
10066-101,MLN8054,11113,10,CIT
10066-999,MLN8054,11113,10,CIT
10067-101,Barasertib,11113,3,CIT
10067-999,Barasertib,11113,3,CIT
10069-101,Enzastaurin,11113,10,CIT
10069-999,Enzastaurin,11113,10,CIT
10070-101,NPK76-II-72-1,11113,10,CIT
10073-101,PHA-793887,11113,10,CIT
10076-101,QL-XI-92,11113,10,CIT
10080-101,Torin2,11113,10,CIT
10082-101,WZ-4-145,11113,10,CIT
10083-101,WZ-7043,11113,10,CIT
10085-101,WZ4002,11113,10,CIT
10086-101,XMD11-50,11113,10,CIT
10087-101,XMD11-85h,11113,10,CIT
10088-101,XMD13-2,11113,10,CIT
10089-101,XMD14-99,11113,10,CIT
10091-101,XMD16-144,11113,10,CIT
10092-101,JWE-035,11113,10,CIT
10093-101,XMD8-85,11113,10,CIT
10094-101,XMD8-92,11113,10,CIT
10097-101,Erlotinib,11113,2,CIT
10097-102,Erlotinib,11113,2,CIT
10097-999,Erlotinib,11113,2,CIT
10098-101,Gefitinib,11113,3,CIT
10098-999,Gefitinib,11113,3,CIT
10099-101,Nilotinib,11113,10,CIT
10099-999,Nilotinib,11113,10,CIT
10101-101,PD0325901,11113,10,CIT
10103-101,Staurosporine,11113,2,CIT
10103-999,Staurosporine,11113,2,CIT
10105-101,MPS-1-IN-1,11113,10,CIT
10106-101,XMD-12,11113,10,CIT
10114-101,Pazopanib,11113,10,CIT
10114-102,Pazopanib,11113,10,CIT
10114-999,Pazopanib,11113,10,CIT
10120-102,Canertinib,11113,3,CIT
10120-999,Canertinib,11113,3,CIT
10123-101,SGX523,11113,10,CIT
10123-999,SGX523,11113,10,CIT
10125-101,PHA-665752,11113,10,CIT
10125-999,PHA-665752,11113,10,CIT
10126-101,PI103,11113,10,CIT
10126-102,PI103,11113,10,CIT
10126-999,PI103,11113,10,CIT
10127-101,Dovitinib,11113,3,CIT
10127-999,Dovitinib,11113,3,CIT
10128-101,GSK 690693,11113,2,CIT
10128-999,GSK 690693,11113,2,CIT
10130-101,Masitinib,11113,10,CIT
10130-999,Masitinib,11113,10,CIT
10132-101,SNS-032,11113,3,CIT
10132-999,SNS-032,11113,3,CIT
10133-101,Afatinib,11113,3,CIT
10133-999,Afatinib,11113,3,CIT
10138-101,Ruxolitinib,11113,10,CIT
10138-105,Ruxolitinib,11113,10,CIT
10138-999,Ruxolitinib,11113,10,CIT
10141-101,Fedratinib,11113,2,CIT
10141-999,Fedratinib,11113,2,CIT
10147-101,Buparlisib,11113,10,CIT
10151-101,Nintedanib,11113,10,CIT
10151-999,Nintedanib,11113,10,CIT
10157-101,Foretinib,11113,3,CIT
10157-999,Foretinib,11113,3,CIT
10159-101,Pelitinib,11113,2,CIT
10162-101,SP600125,11113,10,CIT
10167-101,SB 203580,11113,2,CIT
10167-999,SB 203580,11113,2,CIT
10168-101,VX-745,11113,10,CIT
10168-999,VX-745,11113,10,CIT
10169-101,Doramapimod,11113,3,CIT
10169-999,Doramapimod,11113,3,CIT
10171-101,TGX221,11113,10,CIT
10175-101,Sunitinib,11113,3,CIT
10175-106,Sunitinib,11113,3,CIT
10175-999,Sunitinib,11113,3,CIT
10177-101,Brivanib,11113,10,CIT
10177-999,Brivanib,11113,10,CIT
10181-101,GDC-0879,11113,3,CIT
10181-999,GDC-0879,11113,3,CIT
10182-101,Linifanib,11113,10,CIT
10182-999,Linifanib,11113,10,CIT
10183-101,BGJ398,11113,10,CIT
10189-101,Bosutinib,11113,3,CIT
10189-999,Bosutinib,11113,3,CIT
10192-101,KW2449,11113,2,CIT
10192-999,KW2449,11113,2,CIT
10198-101,Vandetanib,11113,3,CIT
10198-999,Vandetanib,11113,3,CIT
10206-101,RAF 265,11113,1,CIT
10206-999,RAF 265,11113,1,CIT
10208-101,JNK-IN-5A,11113,10,CIT
10209-101,BMS-536924,11113,10,CIT
10212-101,KIN001-021,11113,10,CIT
10214-101,KIN001-123,11113,10,CIT
10220-101,PKC412,11113,10,CIT
10220-999,PKC412,11113,10,CIT
10226-101,Tofacitinib,11113,10,CIT
10226-108,Tofacitinib,11113,10,CIT
10226-999,Tofacitinib,11113,10,CIT
10229-101,KU63794,11113,10,CIT
10230-101,Lestaurtinib,11113,1,CIT
10230-999,Lestaurtinib,11113,1,CIT
10232-101,Dactolisib,11113,10,CIT
10233-101,Alpelisib,11113,10,CIT
10255-101,GSK1838705A,11113,10,CIT
10255-999,GSK1838705A,11113,10,CIT
10285-101,PHA-767491,11113,2,CIT
10286-102,BS-181,11113,10,CIT
10287-101,Dinaciclib,11113,10,CIT
10289-101,AZD4547,11113,10,CIT
10350-101,(s)-CR8,11113,10,CIT
10356-101,5z-7-oxozeaenol,11113,10,CIT
10363-101,JNK-IN-8,11113,10,CIT
10364-101,MRT67307,11113,2,CIT
10401-101,GW2580,11113,10,CIT
10422-101,VX-11e,11113,10,CIT
10441-101,SB202190,11113,2,CIT
10443-101,Axitinib,11113,10,CIT
10444-101,Cediranib,11113,10,CIT
10445-101,Taselisib,11113,10,CIT
10001-101,Seliciclib,11183,10,MAP4K5
10002-101,ALW-II-38-3,11183,10,MAP4K5
10003-101,ALW-II-49-7,11183,10,MAP4K5
10004-101,AT-7519,11183,10,MAP4K5
10004-102,AT-7519,11183,10,MAP4K5
10004-999,AT-7519,11183,10,MAP4K5
10008-101,Sorafenib,11183,3,MAP4K5
10008-104,Sorafenib,11183,3,MAP4K5
10008-999,Sorafenib,11183,3,MAP4K5
10010-101,CP724714,11183,10,MAP4K5
10011-101,Alvocidib,11183,10,MAP4K5
10011-999,Alvocidib,11183,10,MAP4K5
10012-101,GSK429286A,11183,10,MAP4K5
10013-101,GSK461364,11183,10,MAP4K5
10013-999,GSK461364,11183,10,MAP4K5
10014-101,GW843682X,11183,2,MAP4K5
10016-101,HG-5-88-01,11183,10,MAP4K5
10018-101,Neratinib,11183,1,MAP4K5
10018-999,Neratinib,11183,1,MAP4K5
10020-101,Dasatinib,11183,1,MAP4K5
10020-999,Dasatinib,11183,1,MAP4K5
10021-101,Tozasertib,11183,1,MAP4K5
10021-999,Tozasertib,11183,1,MAP4K5
10023-103,Imatinib,11183,10,MAP4K5
10023-999,Imatinib,11183,10,MAP4K5
10024-101,NVP-TAE684,11183,2,MAP4K5
10024-999,NVP-TAE684,11183,2,MAP4K5
10025-101,CGP60474,11183,10,MAP4K5
10026-101,PD173074,11183,10,MAP4K5
10027-101,Crizotinib,11183,1,MAP4K5
10027-999,Crizotinib,11183,1,MAP4K5
10028-102,BMS345541,11183,10,MAP4K5
10028-999,BMS345541,11183,10,MAP4K5
10029-101,GW-5074,11183,10,MAP4K5
10036-101,SB 239063,11183,2,MAP4K5
10037-101,AC220,11183,2,MAP4K5
10037-999,AC220,11183,2,MAP4K5
10040-101,R406,11183,3,MAP4K5
10040-999,R406,11183,3,MAP4K5
10041-101,BI-2536,11183,10,MAP4K5
10041-999,BI-2536,11183,10,MAP4K5
10042-101,Motesanib,11183,10,MAP4K5
10042-999,Motesanib,11183,10,MAP4K5
10043-101,KIN001-127,11183,10,MAP4K5
10046-101,SB590885,11183,10,MAP4K5
10047-101,Pictilisib,11183,10,MAP4K5
10047-999,Pictilisib,11183,10,MAP4K5
10048-101,PD184352,11183,10,MAP4K5
10048-999,PD184352,11183,10,MAP4K5
10049-101,PLX-4720,11183,3,MAP4K5
10049-999,PLX-4720,11183,3,MAP4K5
10051-104,Lapatinib,11183,10,MAP4K5
10051-999,Lapatinib,11183,10,MAP4K5
10053-101,ZSTK474,11183,10,MAP4K5
10056-101,Selumetinib,11183,10,MAP4K5
10056-999,Selumetinib,11183,10,MAP4K5
10058-101,CG-930,11183,10,MAP4K5
10059-101,AZD-6482,11183,10,MAP4K5
10060-101,TAK-715,11183,3,MAP4K5
10061-101,NU7441,11183,10,MAP4K5
10064-101,WYE-125132,11183,10,MAP4K5
10066-101,MLN8054,11183,10,MAP4K5
10066-999,MLN8054,11183,10,MAP4K5
10067-101,Barasertib,11183,2,MAP4K5
10067-999,Barasertib,11183,2,MAP4K5
10069-101,Enzastaurin,11183,10,MAP4K5
10069-999,Enzastaurin,11183,10,MAP4K5
10070-101,NPK76-II-72-1,11183,10,MAP4K5
10071-101,Palbociclib,11183,3,MAP4K5
10071-102,Palbociclib,11183,3,MAP4K5
10072-101,PF562271,11183,2,MAP4K5
10075-101,QL-X-138,11183,10,MAP4K5
10076-101,QL-XI-92,11183,10,MAP4K5
10079-101,Torin1,11183,10,MAP4K5
10080-101,Torin2,11183,10,MAP4K5
10085-101,WZ4002,11183,10,MAP4K5
10086-101,XMD11-50,11183,10,MAP4K5
10087-101,XMD11-85h,11183,10,MAP4K5
10089-101,XMD14-99,11183,10,MAP4K5
10090-101,XMD15-27,11183,10,MAP4K5
10091-101,XMD16-144,11183,10,MAP4K5
10092-101,JWE-035,11183,10,MAP4K5
10093-101,XMD8-85,11183,10,MAP4K5
10094-101,XMD8-92,11183,10,MAP4K5
10096-101,ZM-447439,11183,1,MAP4K5
10097-101,Erlotinib,11183,10,MAP4K5
10097-102,Erlotinib,11183,10,MAP4K5
10097-999,Erlotinib,11183,10,MAP4K5
10098-101,Gefitinib,11183,3,MAP4K5
10098-999,Gefitinib,11183,3,MAP4K5
10099-101,Nilotinib,11183,10,MAP4K5
10099-999,Nilotinib,11183,10,MAP4K5
10103-101,Staurosporine,11183,1,MAP4K5
10103-999,Staurosporine,11183,1,MAP4K5
10104-101,RO-3306,11183,10,MAP4K5
10105-101,MPS-1-IN-1,11183,10,MAP4K5
10114-101,Pazopanib,11183,3,MAP4K5
10114-102,Pazopanib,11183,3,MAP4K5
10114-999,Pazopanib,11183,3,MAP4K5
10120-102,Canertinib,11183,3,MAP4K5
10120-999,Canertinib,11183,3,MAP4K5
10123-101,SGX523,11183,10,MAP4K5
10123-999,SGX523,11183,10,MAP4K5
10125-101,PHA-665752,11183,1,MAP4K5
10125-999,PHA-665752,11183,1,MAP4K5
10126-101,PI103,11183,10,MAP4K5
10126-102,PI103,11183,10,MAP4K5
10126-999,PI103,11183,10,MAP4K5
10127-101,Dovitinib,11183,2,MAP4K5
10127-999,Dovitinib,11183,2,MAP4K5
10128-101,GSK 690693,11183,10,MAP4K5
10128-999,GSK 690693,11183,10,MAP4K5
10129-101,Ibrutinib,11183,10,MAP4K5
10130-101,Masitinib,11183,10,MAP4K5
10130-999,Masitinib,11183,10,MAP4K5
10132-101,SNS-032,11183,10,MAP4K5
10132-999,SNS-032,11183,10,MAP4K5
10133-101,Afatinib,11183,10,MAP4K5
10133-999,Afatinib,11183,10,MAP4K5
10135-101,Linsitinib,11183,2,MAP4K5
10138-101,Ruxolitinib,11183,10,MAP4K5
10138-105,Ruxolitinib,11183,10,MAP4K5
10138-999,Ruxolitinib,11183,10,MAP4K5
10140-101,Momelotinib,11183,10,MAP4K5
10140-114,Momelotinib,11183,10,MAP4K5
10141-101,Fedratinib,11183,10,MAP4K5
10141-999,Fedratinib,11183,10,MAP4K5
10151-101,Nintedanib,11183,2,MAP4K5
10151-999,Nintedanib,11183,2,MAP4K5
10152-101,MK 1775,11183,3,MAP4K5
10157-101,Foretinib,11183,1,MAP4K5
10157-999,Foretinib,11183,1,MAP4K5
10159-101,Pelitinib,11183,1,MAP4K5
10162-101,SP600125,11183,10,MAP4K5
10166-101,BAY61-3606,11183,3,MAP4K5
10166-107,BAY61-3606,11183,3,MAP4K5
10167-101,SB 203580,11183,10,MAP4K5
10167-999,SB 203580,11183,10,MAP4K5
10168-101,VX-745,11183,10,MAP4K5
10168-999,VX-745,11183,10,MAP4K5
10169-101,Doramapimod,11183,10,MAP4K5
10169-999,Doramapimod,11183,10,MAP4K5
10171-101,TGX221,11183,10,MAP4K5
10175-101,Sunitinib,11183,1,MAP4K5
10175-106,Sunitinib,11183,1,MAP4K5
10175-999,Sunitinib,11183,1,MAP4K5
10176-101,Y-27632,11183,3,MAP4K5
10177-101,Brivanib,11183,3,MAP4K5
10177-999,Brivanib,11183,3,MAP4K5
10180-101,CHIR-99021,11183,3,MAP4K5
10181-101,GDC-0879,11183,10,MAP4K5
10181-999,GDC-0879,11183,10,MAP4K5
10182-101,Linifanib,11183,2,MAP4K5
10182-999,Linifanib,11183,2,MAP4K5
10187-101,Ki20227,11183,3,MAP4K5
10187-999,Ki20227,11183,3,MAP4K5
10189-101,Bosutinib,11183,1,MAP4K5
10189-999,Bosutinib,11183,1,MAP4K5
10192-101,KW2449,11183,2,MAP4K5
10192-999,KW2449,11183,2,MAP4K5
10198-101,Vandetanib,11183,2,MAP4K5
10198-999,Vandetanib,11183,2,MAP4K5
10206-101,RAF 265,11183,2,MAP4K5
10206-999,RAF 265,11183,2,MAP4K5
10207-101,NVP-TAE226,11183,3,MAP4K5
10209-101,BMS-536924,11183,2,MAP4K5
10212-101,KIN001-021,11183,10,MAP4K5
10213-101,KIN001-111,11183,2,MAP4K5
10214-101,KIN001-123,11183,10,MAP4K5
10220-101,PKC412,11183,3,MAP4K5
10220-999,PKC412,11183,3,MAP4K5
10226-101,Tofacitinib,11183,10,MAP4K5
10226-108,Tofacitinib,11183,10,MAP4K5
10226-999,Tofacitinib,11183,10,MAP4K5
10229-101,KU63794,11183,10,MAP4K5
10230-101,Lestaurtinib,11183,1,MAP4K5
10230-999,Lestaurtinib,11183,1,MAP4K5
10232-101,Dactolisib,11183,2,MAP4K5
10233-101,Alpelisib,11183,10,MAP4K5
10255-101,GSK1838705A,11183,10,MAP4K5
10255-999,GSK1838705A,11183,10,MAP4K5
10284-101,Dabrafenib,11183,10,MAP4K5
10285-101,PHA-767491,11183,3,MAP4K5
10286-102,BS-181,11183,10,MAP4K5
10287-101,Dinaciclib,11183,10,MAP4K5
10341-101,HG-14-8-02,11183,10,MAP4K5
10350-101,(s)-CR8,11183,10,MAP4K5
10355-101,CGP74514A,11183,10,MAP4K5
10356-101,5z-7-oxozeaenol,11183,10,MAP4K5
10363-101,JNK-IN-8,11183,10,MAP4K5
10378-101,LY2090314,11183,3,MAP4K5
10391-101,Alisertib,11183,3,MAP4K5
10401-101,GW2580,11183,10,MAP4K5
10405-101,PP1,11183,3,MAP4K5
10408-101,Sotrastaurin,11183,2,MAP4K5
10441-101,SB202190,11183,10,MAP4K5
10443-101,Axitinib,11183,2,MAP4K5
10444-101,Cediranib,11183,1,MAP4K5
10445-101,Taselisib,11183,10,MAP4K5
10001-101,Seliciclib,11184,10,MAP4K1
10002-101,ALW-II-38-3,11184,10,MAP4K1
10003-101,ALW-II-49-7,11184,10,MAP4K1
10004-101,AT-7519,11184,10,MAP4K1
10004-102,AT-7519,11184,10,MAP4K1
10004-999,AT-7519,11184,10,MAP4K1
10008-101,Sorafenib,11184,3,MAP4K1
10008-104,Sorafenib,11184,3,MAP4K1
10008-999,Sorafenib,11184,3,MAP4K1
10010-101,CP724714,11184,10,MAP4K1
10011-101,Alvocidib,11184,3,MAP4K1
10011-999,Alvocidib,11184,3,MAP4K1
10012-101,GSK429286A,11184,10,MAP4K1
10013-101,GSK461364,11184,10,MAP4K1
10013-999,GSK461364,11184,10,MAP4K1
10016-101,HG-5-88-01,11184,10,MAP4K1
10017-101,HG-6-64-01,11184,2,MAP4K1
10018-101,Neratinib,11184,1,MAP4K1
10018-999,Neratinib,11184,1,MAP4K1
10019-101,JW-7-24-1,11184,10,MAP4K1
10020-101,Dasatinib,11184,2,MAP4K1
10020-999,Dasatinib,11184,2,MAP4K1
10021-101,Tozasertib,11184,1,MAP4K1
10021-999,Tozasertib,11184,1,MAP4K1
10023-103,Imatinib,11184,10,MAP4K1
10023-999,Imatinib,11184,10,MAP4K1
10024-101,NVP-TAE684,11184,2,MAP4K1
10024-999,NVP-TAE684,11184,2,MAP4K1
10025-101,CGP60474,11184,10,MAP4K1
10026-101,PD173074,11184,10,MAP4K1
10027-101,Crizotinib,11184,1,MAP4K1
10027-999,Crizotinib,11184,1,MAP4K1
10028-102,BMS345541,11184,10,MAP4K1
10028-999,BMS345541,11184,10,MAP4K1
10037-101,AC220,11184,10,MAP4K1
10037-999,AC220,11184,10,MAP4K1
10040-101,R406,11184,3,MAP4K1
10040-999,R406,11184,3,MAP4K1
10041-101,BI-2536,11184,10,MAP4K1
10041-999,BI-2536,11184,10,MAP4K1
10042-101,Motesanib,11184,10,MAP4K1
10042-999,Motesanib,11184,10,MAP4K1
10046-101,SB590885,11184,10,MAP4K1
10047-101,Pictilisib,11184,10,MAP4K1
10047-999,Pictilisib,11184,10,MAP4K1
10048-101,PD184352,11184,10,MAP4K1
10048-999,PD184352,11184,10,MAP4K1
10049-101,PLX-4720,11184,10,MAP4K1
10049-999,PLX-4720,11184,10,MAP4K1
10051-104,Lapatinib,11184,10,MAP4K1
10051-999,Lapatinib,11184,10,MAP4K1
10053-101,ZSTK474,11184,10,MAP4K1
10056-101,Selumetinib,11184,10,MAP4K1
10056-999,Selumetinib,11184,10,MAP4K1
10058-101,CG-930,11184,10,MAP4K1
10059-101,AZD-6482,11184,10,MAP4K1
10060-101,TAK-715,11184,10,MAP4K1
10061-101,NU7441,11184,10,MAP4K1
10064-101,WYE-125132,11184,10,MAP4K1
10066-101,MLN8054,11184,10,MAP4K1
10066-999,MLN8054,11184,10,MAP4K1
10067-101,Barasertib,11184,10,MAP4K1
